koi_pdisposition,koi_score,koi_fpflag_ss,koi_fpflag_nt,koi_fpflag_ec,koi_fpflag_co,koi_depth,koi_period,koi_teq,koi_model_snr
CANDIDATE,0.995,0,0,0,0,270.7,8.7348852,890.0,24.8
FALSE POSITIVE,0.0,0,0,1,1,399.6,10.26547688,770.0,20.1
CANDIDATE,0.752,0,0,0,0,1428.2,13.4471791,848.0,105.3
FALSE POSITIVE,0.0,1,0,0,0,17971.0,3.3055779889999997,1027.0,39.6
FALSE POSITIVE,0.0,1,0,0,0,15304.0,4.8006539010000004,1347.0,298.0
FALSE POSITIVE,0.0,1,0,1,1,36348.0,15.06649901,932.0,154.6
FALSE POSITIVE,0.0,1,0,0,0,18848.0,34.82008158,459.0,882.6
FALSE POSITIVE,0.0,0,1,1,0,2779.3,0.651784374,2090.0,195.2
CANDIDATE,1.0,0,0,0,0,1349.1,1.353771892,4903.0,76.7
FALSE POSITIVE,0.0,0,1,0,0,867.5,18.95491633,1139.0,249.3
FALSE POSITIVE,0.0,1,0,0,0,625.6,4.348866254,6421.0,56.3
FALSE POSITIVE,0.0,1,0,0,0,2144.4,47.93094546,905.0,221.1
FALSE POSITIVE,0.0,0,1,0,0,4158.1,67.5923754,588.0,60.9
CANDIDATE,1.0,0,0,0,0,568.9,17.02902786,755.0,29.8
CANDIDATE,0.945,0,0,0,0,246.8,6.84619236,1022.0,17.7
CANDIDATE,0.765,0,0,0,0,507.8,67.8321638,476.0,15.5
CANDIDATE,0.815,0,0,0,0,447.8,43.1312147,554.0,11.8
CANDIDATE,0.999,0,0,0,0,196.0,1.2248664409999999,1741.0,21.1
CANDIDATE,0.931,0,0,0,0,570.3,37.8102649,566.0,35.2
CANDIDATE,1.0,0,0,0,0,414.5,25.93406406,695.0,42.2
CANDIDATE,0.912,0,0,0,0,503.0,83.4463485,471.0,36.1
FALSE POSITIVE,0.0,0,0,1,1,400.9,7.04710032,986.0,24.0
CANDIDATE,0.989,0,0,0,0,270.6,12.99204853,866.0,38.7
FALSE POSITIVE,0.0,1,0,0,1,4843.9,11.11620211,853.0,115.3
FALSE POSITIVE,0.0,1,0,1,1,1916.2,1.9228614990000001,1392.0,103.4
FALSE POSITIVE,0.0,1,0,1,1,2547.4,0.635445336,1177.0,182.2
FALSE POSITIVE,0.0,1,0,0,1,2006.2,1.665784138,2636.0,148.0
FALSE POSITIVE,0.0,1,0,0,1,3414.4,55.6639167,434.0,103.4
CANDIDATE,0.994,0,0,0,0,2894.1,52.09081627,592.0,243.5
CANDIDATE,0.711,0,0,0,0,790.1,4.28746668,942.0,19.4
FALSE POSITIVE,0.0,0,0,0,1,260.5,2.002779769,1311.0,22.2
CANDIDATE,1.0,0,0,0,0,517.6,8.18739443,782.0,38.4
CANDIDATE,0.881,0,0,0,0,445.9,76.0498163,372.0,17.4
CANDIDATE,1.0,0,0,0,0,178.2,3.341799486,1356.0,48.8
FALSE POSITIVE,0.0,1,0,1,1,1269.9,36.97708808,602.0,59.2
FALSE POSITIVE,0.0,0,0,1,1,36.7,1.303859704,2393.0,34.7
FALSE POSITIVE,0.0,1,0,0,1,2931.6,145.5624926,387.0,58.1
CANDIDATE,1.0,0,0,0,0,182.6,3.749105745,1160.0,38.0
CANDIDATE,1.0,0,0,0,0,148.1,11.08956602,1422.0,38.9
CANDIDATE,1.0,0,0,0,0,205.2,7.37290344,1004.0,19.1
FALSE POSITIVE,0.0,0,0,1,0,58.0,7.24476126,837.0,27.2
CANDIDATE,1.0,0,0,0,0,5372.3,119.0624882,366.0,71.6
CANDIDATE,1.0,0,0,0,0,1419.6,8.70798309,543.0,28.1
FALSE POSITIVE,0.0,0,0,0,1,840.0,14.8623076,454.0,14.4
CANDIDATE,0.999,0,0,0,0,531.5,4.17634276,694.0,14.9
CANDIDATE,1.0,0,0,0,0,747.5,27.40229859,734.0,79.3
CANDIDATE,1.0,0,0,0,0,200.9,3.1792672860000004,1101.0,41.0
CANDIDATE,1.0,0,0,0,0,801.5,10.38122447,672.0,41.9
CANDIDATE,1.0,0,0,0,0,764.2,24.5709023,505.0,26.3
FALSE POSITIVE,0.0,0,0,1,1,1145.5,0.817026268,1784.0,121.1
CANDIDATE,1.0,0,0,0,0,7765.0,3.024092505,1489.0,1225.3
CANDIDATE,1.0,0,0,0,0,536.7,5.670155713,341.0,37.3
CANDIDATE,1.0,0,0,0,0,129.2,1.0226786540000001,1734.0,21.6
CANDIDATE,1.0,0,0,0,0,284.7,12.10968709,1005.0,33.4
CANDIDATE,0.758,0,0,0,0,124.5,4.75796103,1372.0,20.9
CANDIDATE,1.0,0,0,0,0,242.9,20.4972755,843.0,22.8
FALSE POSITIVE,0.0,0,0,0,1,48.3,13.55480534,679.0,16.5
FALSE POSITIVE,0.0,1,0,0,0,66894.0,29.74454668,455.0,765.0
FALSE POSITIVE,0.0,1,0,0,0,61625.0,14.15402428,777.0,930.3
FALSE POSITIVE,0.0,1,0,0,1,2468.5,0.844786082,1864.0,245.6
FALSE POSITIVE,0.001,1,0,0,0,1907.4,0.8484839470000001,1908.0,185.0
FALSE POSITIVE,0.0,1,0,1,1,2124.3,11.99097576,880.0,102.8
CANDIDATE,1.0,0,0,0,0,1086.1,53.5292702,348.0,34.5
CANDIDATE,1.0,0,0,0,0,563.1,2.757584622,615.0,19.6
CANDIDATE,0.99,0,0,0,0,376.2,0.928310036,1115.0,22.6
CANDIDATE,1.0,0,0,0,0,653.5,13.48457668,929.0,80.8
CANDIDATE,0.999,0,0,0,0,910.0,31.8841473,563.0,25.3
CANDIDATE,0.999,0,0,0,0,300.2,12.06222962,750.0,32.4
CANDIDATE,0.848,0,0,0,0,398.6,9.93146307,931.0,26.2
CANDIDATE,1.0,0,0,0,0,355.6,21.85362905,618.0,23.0
CANDIDATE,0.884,0,0,0,0,115.4,8.19345065,1144.0,15.7
FALSE POSITIVE,0.0,1,0,1,1,944.3,19.97867,1351.0,86.2
CANDIDATE,1.0,0,0,0,0,434.4,41.8059544,533.0,28.3
FALSE POSITIVE,0.0,1,0,0,1,85.3,15.45158184,1285.0,21.0
FALSE POSITIVE,0.0,1,0,0,0,273110.0,89.69816853299999,554.0,3420.3
CANDIDATE,0.557,0,0,0,0,20703.0,1.187352427,2251.0,717.4
FALSE POSITIVE,0.0,1,0,1,1,1138.5,3.0124765819999997,2371.0,253.4
CANDIDATE,1.0,0,0,0,0,473.0,4.77800306,932.0,115.4
FALSE POSITIVE,0.0,1,0,0,0,2010.3,7.8148392310000006,903.0,100.0
FALSE POSITIVE,0.0,1,0,1,1,778.9,29.7452499,557.0,55.9
CANDIDATE,1.0,0,0,0,0,611.4,5.32667299,1007.0,34.1
FALSE POSITIVE,0.0,1,0,0,0,1996.3,0.7410572129999999,1730.0,251.9
FALSE POSITIVE,0.0,1,0,0,1,802.8,2.988085455,1101.0,48.2
FALSE POSITIVE,0.0,1,0,0,1,903.9,2.7838834919999997,1934.0,86.1
FALSE POSITIVE,0.0,0,1,1,0,903.5,0.393727296,2216.0,82.4
CANDIDATE,1.0,0,0,0,0,864.3,8.17242644,858.0,37.0
CANDIDATE,1.0,0,0,0,0,236.6,13.0607936,734.0,19.4
CANDIDATE,0.99,0,0,0,0,237.6,4.2989201,1046.0,20.0
FALSE POSITIVE,0.0,1,0,1,1,1058.5,25.9518461,521.0,65.8
FALSE POSITIVE,0.0,1,0,1,1,2017.9,25.9518536,494.0,79.4
FALSE POSITIVE,0.0,1,0,0,0,5144.4,15.663886949,1060.0,175.9
FALSE POSITIVE,0.008,1,0,0,0,20901.0,4.020628573,1232.0,282.6
CANDIDATE,1.0,0,0,0,0,12295.0,5.714817602999999,943.0,537.7
FALSE POSITIVE,0.0,1,0,0,0,43547.0,185.02288222,379.0,938.2
FALSE POSITIVE,0.0,1,0,1,1,1223.7,2.897432135,2170.0,73.9
CANDIDATE,1.0,0,0,0,0,1074.9,8.70420525,748.0,74.0
CANDIDATE,1.0,0,0,0,0,224.1,8.1280933,875.0,10.7
CANDIDATE,1.0,0,0,0,0,166.1,2.83668931,1242.0,12.1
CANDIDATE,1.0,0,0,0,0,197.6,0.9748688959999999,1612.0,82.6
CANDIDATE,1.0,0,0,0,0,274.4,4.89721006,904.0,16.9
FALSE POSITIVE,0.0,1,0,0,0,39043.0,2.7577941630000002,1231.0,349.2
FALSE POSITIVE,0.0,0,0,1,1,7829.2,1.914158508,1646.0,124.6
FALSE POSITIVE,0.0,0,0,1,1,381.3,3.98216698,1374.0,27.1
FALSE POSITIVE,0.0,1,0,0,1,456.7,0.6437941979999999,2011.0,53.7
CANDIDATE,0.986,0,0,0,0,597.8,16.08832318,875.0,31.3
CANDIDATE,0.994,0,0,0,0,271.8,10.30067919,1015.0,16.4
CANDIDATE,0.998,0,0,0,0,471.2,35.6757453,671.0,18.5
FALSE POSITIVE,0.0,1,0,0,0,87750.0,161.78832712,375.0,704.5
CANDIDATE,1.0,0,0,0,0,1331.4,16.56806842,548.0,41.9
CANDIDATE,1.0,0,0,0,0,931.5,47.3329299,386.0,14.0
FALSE POSITIVE,0.0,0,0,0,1,82.2,0.8568953490000001,1881.0,33.1
CANDIDATE,0.976,0,0,0,0,313.9,40.8065333,772.0,54.8
CANDIDATE,1.0,0,0,0,0,308.7,2.46697039,1139.0,29.5
CANDIDATE,1.0,0,0,0,0,2607.0,2.624234833,1164.0,361.1
CANDIDATE,1.0,0,0,0,0,549.1,6.61836309,1066.0,31.5
CANDIDATE,1.0,0,0,0,0,1396.2,107.7214092,421.0,30.5
FALSE POSITIVE,0.0,1,0,1,1,10624.0,5.251916208,952.0,146.3
CANDIDATE,1.0,0,0,0,0,952.7,9.673958488,736.0,178.0
FALSE POSITIVE,0.0,0,1,1,1,5450.0,100.3039228,313.0,63.2
FALSE POSITIVE,0.0,0,1,0,1,1345.8,0.9866202479999999,2308.0,117.7
CANDIDATE,0.985,0,0,0,0,628.7,14.12847677,739.0,23.0
CANDIDATE,0.829,0,0,0,0,641.8,48.6478543,489.0,12.2
CANDIDATE,1.0,0,0,0,0,340.1,8.39842977,984.0,28.0
CANDIDATE,1.0,0,0,0,0,395.9,8.63847391,1419.0,38.6
CANDIDATE,0.991,0,0,0,0,266.8,140.10765,511.0,29.0
CANDIDATE,0.998,0,0,0,0,135.2,3.4815917,1156.0,23.4
FALSE POSITIVE,0.046,1,0,0,0,28066.0,8.360616221,1263.0,425.6
FALSE POSITIVE,0.0,1,0,1,1,2721.7,1.8385149680000001,1426.0,63.7
CANDIDATE,1.0,0,0,0,0,4634.9,35.61760233,456.0,155.0
FALSE POSITIVE,0.0,0,0,1,1,219.2,1.09206833,1611.0,45.5
CANDIDATE,0.998,0,0,0,0,477.4,10.12805158,767.0,38.0
FALSE POSITIVE,0.0,1,0,1,1,104.1,1.613001111,1680.0,19.3
CANDIDATE,1.0,0,0,0,0,12440.0,3.770551475,1302.0,100.8
CANDIDATE,0.964,1,0,0,0,4702.6,1.343767797,2654.0,269.8
FALSE POSITIVE,0.0,0,1,0,0,6496.0,29.12436474,356.0,63.4
FALSE POSITIVE,0.0,1,0,0,1,4456.8,31.82814583,564.0,78.7
FALSE POSITIVE,0.0,1,0,1,1,426.6,3.629442796,1434.0,76.4
CANDIDATE,0.762,0,0,0,0,1038.1,0.5532618739999999,3689.0,202.2
CANDIDATE,1.0,0,0,0,0,643.4,5.72812616,569.0,20.8
CANDIDATE,1.0,0,0,0,0,417.4,3.75574267,977.0,27.9
FALSE POSITIVE,0.0,1,0,1,1,551.5,7.45301717,2595.0,18.3
FALSE POSITIVE,0.0,0,0,0,1,547.3,7.44042933,883.0,34.0
CANDIDATE,1.0,0,0,0,0,2318.9,6.581477136,881.0,116.2
CANDIDATE,1.0,0,0,0,0,7382.3,24.669192732,1485.0,603.0
CANDIDATE,1.0,0,0,0,0,705.4,2.382652873,1237.0,45.5
CANDIDATE,1.0,0,0,0,0,2398.8,24.66461416,567.0,56.7
CANDIDATE,1.0,0,0,0,0,1357.4,11.51517167,657.0,53.2
CANDIDATE,1.0,0,0,0,0,2269.7,7.641567589,899.0,437.5
FALSE POSITIVE,0.0,1,0,0,0,3472.0,30.6113932,317.0,37.5
CANDIDATE,1.0,0,0,0,0,442.0,7.40742502,938.0,23.1
FALSE POSITIVE,0.0,0,1,0,0,18904.0,569.934135,296.0,66.7
FALSE POSITIVE,0.0,0,0,0,1,254.0,5.09246539,844.0,17.1
FALSE POSITIVE,0.0,0,0,1,0,317.9,1.103971357,1471.0,21.7
CANDIDATE,1.0,0,0,0,0,1264.7,3.353732008,615.0,47.8
CANDIDATE,0.99,0,0,0,0,1632.3,6.877446032999999,484.0,39.6
CANDIDATE,0.992,0,0,0,0,1629.8,28.46464804,301.0,28.9
CANDIDATE,0.998,0,0,0,0,555.3,42.89645024,448.0,66.8
FALSE POSITIVE,0.0,0,0,1,1,251.7,2.44199803,1282.0,27.2
CANDIDATE,0.996,0,0,0,0,464.8,30.5872153,621.0,33.1
CANDIDATE,1.0,0,0,0,0,369.5,7.09712124,425.0,18.3
FALSE POSITIVE,0.0,0,0,1,1,79.8,2.6827683,1551.0,26.7
CANDIDATE,1.0,0,0,0,0,777.7,3.6014653360000004,996.0,50.7
CANDIDATE,1.0,0,0,0,0,1867.7,3.1082511719999997,1096.0,156.5
CANDIDATE,1.0,0,0,0,0,537.4,25.8474958,672.0,27.3
CANDIDATE,0.999,0,0,0,0,680.9,40.715561,578.0,28.9
FALSE POSITIVE,0.0,1,0,1,1,1273.0,20.42720701,674.0,36.7
FALSE POSITIVE,0.0,1,0,0,0,47303.0,6.198273591,985.0,2561.1
FALSE POSITIVE,0.0,0,0,1,1,861.4,1.0234717979999999,1727.0,63.0
FALSE POSITIVE,0.0,0,1,0,0,714.1,0.51872711,1965.0,93.3
CANDIDATE,0.995,0,0,0,0,1473.0,17.31711739,454.0,35.9
CANDIDATE,1.0,0,0,0,0,565.4,9.42889884,1163.0,50.4
FALSE POSITIVE,0.0,1,0,1,1,308.5,1.096583368,1474.0,44.3
FALSE POSITIVE,0.0,1,0,0,0,510.5,9.95639775,905.0,32.9
CANDIDATE,1.0,0,0,0,0,418.3,6.50327035,804.0,19.0
CANDIDATE,0.695,0,0,0,0,302.3,4.09667624,938.0,16.2
CANDIDATE,0.821,0,0,0,0,224.6,1.1965484640000001,1414.0,16.5
CANDIDATE,1.0,0,0,0,0,182.3,11.47609015,984.0,27.7
CANDIDATE,0.998,0,0,0,0,125.5,25.2630467,756.0,14.3
CANDIDATE,1.0,0,0,0,0,76.7,0.677374687,2099.0,38.7
CANDIDATE,1.0,0,0,0,0,210.2,10.43547031,759.0,36.7
CANDIDATE,0.997,0,0,0,0,124.1,7.41084314,850.0,25.6
CANDIDATE,1.0,0,0,0,0,1585.1,28.59914031,298.0,53.8
CANDIDATE,1.0,0,0,0,0,907.5,24.58716355,530.0,35.6
CANDIDATE,0.913,0,0,0,0,13715.0,34.193600311,778.0,1405.6
CANDIDATE,1.0,0,0,0,0,1145.9,12.53248222,775.0,66.7
CANDIDATE,0.993,0,0,0,0,34514.0,31.201692471999998,286.0,607.4
CANDIDATE,1.0,0,0,0,0,2141.4,13.19720694,642.0,116.2
CANDIDATE,1.0,0,0,0,0,3269.0,14.85890852,720.0,456.8
CANDIDATE,0.989,0,0,0,0,157.9,4.08897299,1537.0,19.0
FALSE POSITIVE,0.0,0,0,0,1,712.4,2.8666803339999998,1045.0,43.0
CANDIDATE,1.0,0,0,0,0,826.9,17.44486016,679.0,46.0
FALSE POSITIVE,0.0,0,0,0,1,158.7,8.30697421,1246.0,17.4
CANDIDATE,1.0,0,0,0,0,325.8,7.33685101,875.0,21.6
CANDIDATE,0.983,0,0,0,0,2250.0,22.65117451,855.0,170.1
FALSE POSITIVE,0.0,0,0,0,1,185.8,1.204274435,1564.0,34.7
CANDIDATE,0.993,0,0,0,0,306.8,7.71790675,502.0,12.6
CANDIDATE,1.0,0,0,0,0,469.2,27.6652847,641.0,36.1
FALSE POSITIVE,0.0,1,0,1,1,2133.0,0.9489507340000001,2103.0,238.6
CANDIDATE,1.0,0,0,0,0,956.9,14.55730897,879.0,200.0
FALSE POSITIVE,0.0,1,0,0,0,82670.0,4.722254104,557.0,314.1
FALSE POSITIVE,0.0,0,1,0,0,33117.0,0.635069939,2351.0,578.6
CANDIDATE,0.871,1,0,0,0,14447.0,6.8108237229999995,1626.0,1441.9
FALSE POSITIVE,0.0,0,0,1,1,2936.6,0.933746515,1508.0,549.5
FALSE POSITIVE,0.0,1,0,0,0,3018.9,1.8724217269999999,1298.0,179.0
CANDIDATE,0.982,0,0,0,0,1140.8,33.6528474,470.0,41.9
CANDIDATE,1.0,0,0,0,0,1525.2,5.90127815,514.0,56.6
CANDIDATE,1.0,0,0,0,0,1367.6,8.75209691,451.0,44.8
CANDIDATE,1.0,0,0,0,0,1925.1,22.78078241,328.0,46.4
CANDIDATE,0.968,0,0,0,0,614.1,2.8960052110000003,652.0,28.6
CANDIDATE,0.996,0,0,0,0,843.3,0.742957911,1026.0,45.3
FALSE POSITIVE,0.0,1,0,0,0,10510.0,54.35635067,566.0,628.1
FALSE POSITIVE,0.0,0,0,1,1,639.7,0.54624855,1837.0,42.9
CANDIDATE,1.0,0,0,0,0,1006.2,18.82744023,632.0,29.5
FALSE POSITIVE,0.0,0,0,1,1,819.6,8.4120069,590.0,39.7
CANDIDATE,1.0,0,0,0,0,820.1,5.7477119089999995,641.0,51.7
CANDIDATE,1.0,0,0,0,0,315.1,3.5046912519999998,1165.0,67.5
CANDIDATE,0.934,0,0,0,0,8244.1,86.67856052,434.0,318.3
CANDIDATE,1.0,0,0,0,0,1843.4,12.21828097,835.0,90.1
FALSE POSITIVE,0.0,1,0,0,1,4952.0,8.387210055,1211.0,180.6
FALSE POSITIVE,0.0,1,0,1,0,7019.0,15.2384539,829.0,56.0
FALSE POSITIVE,0.0,0,0,1,1,1717.5,0.93374614,3303.0,365.7
FALSE POSITIVE,0.0,0,0,1,1,402.5,6.47179275,1075.0,30.7
CANDIDATE,0.894,0,0,0,0,2486.6,64.617518,383.0,61.9
CANDIDATE,1.0,0,0,0,0,1154.8,13.21409607,629.0,38.0
CANDIDATE,1.0,0,0,0,0,385.2,6.05729966,947.0,35.1
CANDIDATE,1.0,0,0,0,0,2608.1,3.584101048,1131.0,166.3
CANDIDATE,0.875,1,0,0,0,4590.6,1.763587535,3559.0,4061.9
CANDIDATE,1.0,0,0,0,0,6536.0,5.014234733,1308.0,794.3
CANDIDATE,1.0,0,0,0,0,834.9,8.11528727,879.0,59.1
CANDIDATE,1.0,0,0,0,0,902.0,36.9250409,530.0,39.3
FALSE POSITIVE,0.0,1,0,0,1,1467.9,37.4783492,262.0,18.3
FALSE POSITIVE,0.0,0,0,1,1,283.5,8.09695764,1197.0,35.4
CANDIDATE,1.0,0,0,0,0,677.8,32.3122867,699.0,33.6
CANDIDATE,0.997,0,0,0,0,492.1,9.22961384,1021.0,19.3
CANDIDATE,0.885,0,0,0,0,290.6,14.5598556,758.0,15.6
CANDIDATE,1.0,0,0,0,0,1360.1,4.176254191,876.0,249.7
FALSE POSITIVE,0.0,0,1,0,1,408.5,0.528755447,3271.0,100.1
CANDIDATE,0.994,0,0,0,0,766.6,6.10027621,990.0,43.2
CANDIDATE,0.997,0,0,0,0,5869.2,51.59809554,449.0,79.7
CANDIDATE,1.0,0,0,0,0,798.9,8.408878137,809.0,147.2
CANDIDATE,0.991,0,0,0,0,421.6,10.93725572,777.0,24.6
CANDIDATE,0.961,0,0,0,0,233.3,2.97136658,1200.0,25.6
CANDIDATE,0.999,0,0,0,0,898.3,158.6850022,350.0,97.4
CANDIDATE,1.0,0,0,0,0,352.3,2.936527336,1209.0,34.7
CANDIDATE,1.0,0,0,0,0,529.8,7.03902016,1051.0,54.3
CANDIDATE,1.0,0,0,0,0,2039.7,8.360870704,690.0,120.9
FALSE POSITIVE,0.0,0,0,0,1,1444.4,3.14051153,1306.0,139.5
CANDIDATE,1.0,0,0,0,0,1300.7,21.76129812,486.0,60.0
CANDIDATE,0.729,0,0,0,0,36719.0,12.713794177,181.0,2981.3
FALSE POSITIVE,0.0,1,0,0,0,37545.0,15.801100027999999,614.0,1642.2
FALSE POSITIVE,0.0,0,0,0,1,5897.4,1.739428983,1268.0,130.0
FALSE POSITIVE,0.0,1,0,0,1,5811.5,1.217266418,2378.0,603.4
FALSE POSITIVE,0.0,1,0,0,0,12992.0,19.563092517,965.0,2477.0
FALSE POSITIVE,0.0,1,0,1,1,2969.2,3.7228551,1118.0,294.8
FALSE POSITIVE,0.0,1,0,0,0,7240.1,48.93786896,764.0,445.7
FALSE POSITIVE,0.0,1,0,0,1,598.9,5.48990788,1039.0,36.7
CANDIDATE,1.0,0,0,0,0,4653.6,161.5278347,366.0,54.7
FALSE POSITIVE,0.0,0,1,1,1,451.1,0.73093905,1488.0,52.4
CANDIDATE,1.0,0,0,0,0,448.6,11.39102358,618.0,10.5
CANDIDATE,1.0,0,0,0,0,536.4,12.33343853,915.0,31.7
CANDIDATE,1.0,0,0,0,0,363.0,8.01500821,865.0,28.6
FALSE POSITIVE,0.0,0,0,1,1,415.3,0.933749941,919.0,88.8
CANDIDATE,1.0,0,0,0,0,511.5,7.0539344879999994,840.0,56.3
CANDIDATE,1.0,0,0,0,0,61.4,4.29263699,991.0,11.4
CANDIDATE,0.994,0,0,0,0,503.0,7.6746614,957.0,20.8
FALSE POSITIVE,0.0,0,1,1,1,254.7,0.445275074,1950.0,86.3
CANDIDATE,1.0,0,0,0,0,1821.0,1.213770423,525.0,111.4
FALSE POSITIVE,0.0,1,0,0,0,1461.5,0.453287416,729.0,150.4
FALSE POSITIVE,0.0,1,0,0,0,6165.2,10.810132734000002,985.0,806.5
FALSE POSITIVE,0.0,1,0,0,0,6862.8,3.273699006,3060.0,1293.1
FALSE POSITIVE,0.0,1,0,1,1,71318.0,7.047103498999999,955.0,274.9
FALSE POSITIVE,0.0,1,0,0,1,1926.6,1.073917869,1794.0,137.5
FALSE POSITIVE,0.0,0,1,1,1,1298.1,4.2060968139999995,1252.0,149.3
FALSE POSITIVE,0.0,1,0,1,1,5536.0,19.56313723,706.0,157.8
FALSE POSITIVE,0.0,1,0,1,1,1039.0,2.2277187919999997,1400.0,124.3
FALSE POSITIVE,0.0,1,0,0,0,1057.7,0.591914504,1646.0,56.3
CANDIDATE,1.0,0,0,0,0,1346.6,36.7704935,437.0,40.8
CANDIDATE,1.0,0,0,0,0,831.3,14.58932429,594.0,29.3
CANDIDATE,0.921,0,0,0,0,128.2,0.764017553,1589.0,13.2
CANDIDATE,0.998,0,0,0,0,1419.1,59.8780258,273.0,51.8
CANDIDATE,1.0,0,0,0,0,1174.1,20.51360192,540.0,32.3
CANDIDATE,0.907,0,0,0,0,4119.2,74.92768653,409.0,161.5
CANDIDATE,0.999,0,0,0,0,4319.7,150.0189511,325.0,106.2
CANDIDATE,0.999,0,0,0,0,599.7,2.613020421,713.0,31.1
CANDIDATE,1.0,0,0,0,0,515.3,0.927859786,1361.0,99.8
CANDIDATE,0.997,0,0,0,0,2378.8,205.912735,298.0,49.4
CANDIDATE,0.996,0,0,0,0,131.0,7.10695741,1157.0,33.8
CANDIDATE,1.0,0,0,0,0,264.7,0.783276173,2149.0,46.9
CANDIDATE,0.545,0,0,0,0,282.2,3.17405898,1348.0,29.2
CANDIDATE,1.0,0,0,0,0,266.1,2.1395563,1425.0,48.9
CANDIDATE,1.0,0,0,0,0,450.5,4.807103253999999,1088.0,32.9
CANDIDATE,1.0,0,0,0,0,409.3,21.4054422,1087.0,60.9
FALSE POSITIVE,0.098,0,1,0,0,183.4,10.5007712,1378.0,45.3
CANDIDATE,1.0,0,0,0,0,259.8,2.6338525280000002,1131.0,23.3
CANDIDATE,0.978,0,0,0,0,202.6,6.18670882,851.0,14.3
CANDIDATE,1.0,0,0,0,0,210.9,1.7963209530000002,1367.0,22.1
CANDIDATE,0.994,0,0,0,0,243.9,3.468073,1098.0,20.6
CANDIDATE,0.95,0,0,0,0,253.2,5.9142668,919.0,17.4
CANDIDATE,1.0,0,0,0,0,716.4,14.00640392,807.0,109.3
CANDIDATE,1.0,0,0,0,0,442.7,3.5465318089999998,1212.0,26.4
CANDIDATE,0.983,0,0,0,0,379.8,5.70070626,1035.0,15.2
CANDIDATE,1.0,0,0,0,0,803.1,20.8341497,563.0,26.2
CANDIDATE,1.0,0,0,0,0,705.6,7.0556584,808.0,32.1
CANDIDATE,1.0,0,0,0,0,1070.7,10.47548084,540.0,40.3
CANDIDATE,1.0,0,0,0,0,908.9,22.92886314,416.0,21.3
CANDIDATE,0.996,0,0,0,0,1543.6,77.4740991,277.0,27.5
CANDIDATE,0.998,0,0,0,0,5087.9,345.1589354,241.0,197.9
CANDIDATE,1.0,0,0,0,0,428.5,6.88595222,946.0,34.5
CANDIDATE,1.0,0,0,0,0,3215.6,99.6442783,415.0,163.2
FALSE POSITIVE,0.0,1,0,1,1,238.8,3.125814002,1460.0,32.0
CANDIDATE,1.0,0,0,0,0,737.8,5.6606694289999995,1115.0,201.1
FALSE POSITIVE,0.0,0,0,0,1,292.7,10.80487163,857.0,27.4
CANDIDATE,1.0,0,0,0,0,316.4,13.71938426,864.0,48.3
CANDIDATE,0.91,0,0,0,0,394.0,29.2214959,539.0,14.6
CANDIDATE,0.999,0,0,0,0,780.8,44.8520997,513.0,33.0
CANDIDATE,1.0,0,0,0,0,564.6,20.34237838,667.0,28.7
CANDIDATE,0.997,0,0,0,0,1083.3,118.3786735,376.0,83.1
CANDIDATE,1.0,0,0,0,0,429.2,23.58444746,730.0,42.8
CANDIDATE,1.0,0,0,0,0,707.9,11.97884409,678.0,27.8
CANDIDATE,0.857,0,0,0,0,331.7,3.71545593,1001.0,19.6
CANDIDATE,1.0,0,0,0,0,270.2,2.58083264,1130.0,17.5
FALSE POSITIVE,0.0,0,0,1,1,295.7,1.487084251,1462.0,17.9
CANDIDATE,1.0,0,0,0,0,987.7,19.25404023,657.0,50.7
CANDIDATE,0.997,0,0,0,0,256.4,15.0549356,729.0,16.6
CANDIDATE,0.999,0,0,0,0,170.2,2.92721119,1258.0,18.0
CANDIDATE,0.998,0,0,0,0,322.8,38.2856338,534.0,15.0
CANDIDATE,1.0,0,0,0,0,616.3,19.80787763,624.0,20.1
CANDIDATE,0.996,0,0,0,0,246.5,2.343230566,1054.0,23.9
CANDIDATE,1.0,0,0,0,0,401.3,19.03723442,1051.0,25.3
FALSE POSITIVE,0.483,1,0,0,0,20632.0,2.73987398,2113.0,1454.3
FALSE POSITIVE,0.0,1,0,0,0,41924.0,5.8018806529999996,964.0,396.8
FALSE POSITIVE,0.0,1,0,0,0,51746.0,85.34092607,409.0,898.4
FALSE POSITIVE,0.0,1,0,1,1,16185.0,0.7820457340000001,2070.0,272.3
FALSE POSITIVE,0.0,1,0,0,0,10085.0,0.576078683,1982.0,426.0
CANDIDATE,1.0,0,0,0,0,288.7,10.1171684,1163.0,50.6
CANDIDATE,1.0,0,0,0,0,451.2,19.12947603,817.0,31.7
CANDIDATE,0.939,0,0,0,0,630.8,83.5781976,655.0,54.9
CANDIDATE,1.0,0,0,0,0,249.6,6.1469956,1164.0,25.8
FALSE POSITIVE,0.0,1,0,0,1,143.8,0.522457732,2308.0,48.2
CANDIDATE,1.0,0,0,0,0,1109.8,54.1558384,466.0,29.1
CANDIDATE,0.754,1,0,0,0,7251.5,3.5484654460000002,1640.0,2486.5
CANDIDATE,1.0,0,0,0,0,636.3,11.1199028,649.0,100.3
CANDIDATE,1.0,0,0,0,0,334.8,0.567856484,1848.0,53.8
FALSE POSITIVE,0.0,1,0,0,1,7419.8,251.0597249,301.0,110.3
FALSE POSITIVE,0.0,0,0,1,1,639.7,11.70219638,719.0,41.3
